n02085620_3907,151,120240,original,0,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907.JPEG
n02085620_3907,151,120240,original,1,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907.JPEG
n02085620_3907,151,14366,blurred,0,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_blurred.jpg
n02085620_3907,151,14366,blurred,1,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_blurred.jpg
n02085620_3907,151,9624,code1,0,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_compressed1.npz
n02085620_3907,151,9624,code1,1,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_compressed1.npz
n02085620_3907,151,31223,code2,0,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_compressed2.npz
n02085620_3907,151,31223,code2,1,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_compressed2.npz
n02085620_3907,151,50271,code3,0,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_compressed3.npz
n02085620_3907,151,50271,code3,1,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_compressed3.npz
n02085620_3907,151,49696,code4,0,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_compressed4.npz
n02085620_3907,151,49696,code4,1,False,False,False,False,False,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02085620/n02085620_3907_compressed4.npz
n02092002_4163,177,49592,original,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163.JPEG
n02092002_4163,177,49592,original,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163.JPEG
n02092002_4163,177,14450,blurred,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_blurred.jpg
n02092002_4163,177,14450,blurred,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_blurred.jpg
n02092002_4163,177,6663,code1,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_compressed1.npz
n02092002_4163,177,6663,code1,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_compressed1.npz
n02092002_4163,177,22947,code2,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_compressed2.npz
n02092002_4163,177,22947,code2,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_compressed2.npz
n02092002_4163,177,34856,code3,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_compressed3.npz
n02092002_4163,177,34856,code3,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_compressed3.npz
n02092002_4163,177,33758,code4,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_compressed4.npz
n02092002_4163,177,33758,code4,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02092002/n02092002_4163_compressed4.npz
n04023962_16417,747,17237,original,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417.JPEG
n04023962_16417,747,17237,original,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417.JPEG
n04023962_16417,747,6483,blurred,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_blurred.jpg
n04023962_16417,747,6483,blurred,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_blurred.jpg
n04023962_16417,747,3174,code1,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_compressed1.npz
n04023962_16417,747,3174,code1,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_compressed1.npz
n04023962_16417,747,19041,code2,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_compressed2.npz
n04023962_16417,747,19041,code2,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_compressed2.npz
n04023962_16417,747,19724,code3,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_compressed3.npz
n04023962_16417,747,19724,code3,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_compressed3.npz
n04023962_16417,747,14877,code4,0,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_compressed4.npz
n04023962_16417,747,14877,code4,1,True,True,True,True,True,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n04023962/n04023962_16417_compressed4.npz
