n01443537_20131,1,15980,500,333,code_5,vgg11,True,True,True,True,True,99.99916553497314,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_5.npz
n01443537_20131,1,15980,500,333,code_5,resnet_18,True,True,True,True,True,99.88631010055542,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_5.npz
n01443537_20131,1,15980,500,333,code_5,resnet_34,True,True,True,True,True,99.99364614486694,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_5.npz
n01443537_20131,1,15980,500,333,code_5,resnet_50,True,True,True,True,True,99.96252059936523,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_5.npz
n01443537_20131,1,15980,500,333,code_5,resnet_152,True,True,True,True,True,99.98218417167664,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_5.npz
n01443537_20131,1,15980,500,333,code_5,inception_v3,True,True,True,True,True,99.98968839645386,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_5.npz
n01443537_20131,1,23881,500,333,code_6,vgg11,True,True,True,True,True,99.99639987945557,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_6.npz
n01443537_20131,1,23881,500,333,code_6,resnet_18,True,True,True,True,True,99.94945526123047,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_6.npz
n01443537_20131,1,23881,500,333,code_6,resnet_34,True,True,True,True,True,99.94482398033142,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_6.npz
n01443537_20131,1,23881,500,333,code_6,resnet_50,True,True,True,True,True,99.9744713306427,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_6.npz
n01443537_20131,1,23881,500,333,code_6,resnet_152,True,True,True,True,True,99.96802806854248,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_6.npz
n01443537_20131,1,23881,500,333,code_6,inception_v3,True,True,True,True,True,99.9833345413208,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_6.npz
n01443537_20131,1,25641,500,333,code_7,vgg11,True,True,True,True,True,99.98968839645386,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_7.npz
n01443537_20131,1,25641,500,333,code_7,resnet_18,True,True,True,True,True,99.87637996673584,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_7.npz
n01443537_20131,1,25641,500,333,code_7,resnet_34,True,True,True,True,True,99.93021488189697,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_7.npz
n01443537_20131,1,25641,500,333,code_7,resnet_50,True,True,True,True,True,99.96500015258789,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_7.npz
n01443537_20131,1,25641,500,333,code_7,resnet_152,True,True,True,True,True,99.94314312934875,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_7.npz
n01443537_20131,1,25641,500,333,code_7,inception_v3,True,True,True,True,True,99.97941851615906,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01443537/n01443537_20131_compressed_7.npz
n01484850_17712,2,15066,500,333,code_5,vgg11,True,True,True,True,True,46.90292179584503,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_5.npz
n01484850_17712,2,15066,500,333,code_5,resnet_18,True,True,True,True,True,31.27771019935608,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_5.npz
n01484850_17712,2,15066,500,333,code_5,resnet_34,True,True,True,True,True,34.6815824508667,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_5.npz
n01484850_17712,2,15066,500,333,code_5,resnet_50,True,True,True,True,True,41.86216592788696,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_5.npz
n01484850_17712,2,15066,500,333,code_5,resnet_152,False,True,True,True,True,33.366891741752625,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_5.npz
n01484850_17712,2,15066,500,333,code_5,inception_v3,False,False,False,True,True,0.08766898536123335,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_5.npz
n01484850_17712,2,18565,500,333,code_6,vgg11,True,True,True,True,True,51.65305137634277,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_6.npz
n01484850_17712,2,18565,500,333,code_6,resnet_18,False,False,False,False,False,1.8745418637990952,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_6.npz
n01484850_17712,2,18565,500,333,code_6,resnet_34,True,True,True,True,True,26.813262701034546,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_6.npz
n01484850_17712,2,18565,500,333,code_6,resnet_50,False,True,True,True,True,22.443391382694244,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_6.npz
n01484850_17712,2,18565,500,333,code_6,resnet_152,False,False,True,True,True,19.676373898983,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_6.npz
n01484850_17712,2,18565,500,333,code_6,inception_v3,False,False,False,True,True,3.1764205545186996,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_6.npz
n01484850_17712,2,18274,500,333,code_7,vgg11,False,True,True,True,True,22.444169223308563,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_7.npz
n01484850_17712,2,18274,500,333,code_7,resnet_18,False,False,False,False,False,1.848759688436985,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_7.npz
n01484850_17712,2,18274,500,333,code_7,resnet_34,False,True,True,True,True,9.749101102352142,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_7.npz
n01484850_17712,2,18274,500,333,code_7,resnet_50,False,True,True,True,True,16.840362548828125,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_7.npz
n01484850_17712,2,18274,500,333,code_7,resnet_152,False,False,False,True,True,9.778975695371628,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_7.npz
n01484850_17712,2,18274,500,333,code_7,inception_v3,False,False,False,False,False,0.8539238944649696,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_17712_compressed_7.npz
n01484850_31115,2,14313,500,375,code_5,vgg11,True,True,True,True,True,95.62862515449524,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_5.npz
n01484850_31115,2,14313,500,375,code_5,resnet_18,True,True,True,True,True,96.50909304618835,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_5.npz
n01484850_31115,2,14313,500,375,code_5,resnet_34,True,True,True,True,True,93.2826042175293,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_5.npz
n01484850_31115,2,14313,500,375,code_5,resnet_50,True,True,True,True,True,85.86699962615967,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_5.npz
n01484850_31115,2,14313,500,375,code_5,resnet_152,True,True,True,True,True,98.69824051856995,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_5.npz
n01484850_31115,2,14313,500,375,code_5,inception_v3,True,True,True,True,True,71.54117822647095,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_5.npz
n01484850_31115,2,17680,500,375,code_6,vgg11,True,True,True,True,True,92.86383986473083,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_6.npz
n01484850_31115,2,17680,500,375,code_6,resnet_18,True,True,True,True,True,97.8872001171112,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_6.npz
n01484850_31115,2,17680,500,375,code_6,resnet_34,True,True,True,True,True,92.89078116416931,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_6.npz
n01484850_31115,2,17680,500,375,code_6,resnet_50,True,True,True,True,True,85.53506135940552,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_6.npz
n01484850_31115,2,17680,500,375,code_6,resnet_152,True,True,True,True,True,99.16123151779175,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_6.npz
n01484850_31115,2,17680,500,375,code_6,inception_v3,False,True,True,True,True,5.369063839316368,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_6.npz
n01484850_31115,2,18720,500,375,code_7,vgg11,True,True,True,True,True,82.78089761734009,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_7.npz
n01484850_31115,2,18720,500,375,code_7,resnet_18,True,True,True,True,True,97.88661599159241,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_7.npz
n01484850_31115,2,18720,500,375,code_7,resnet_34,True,True,True,True,True,90.76180458068848,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_7.npz
n01484850_31115,2,18720,500,375,code_7,resnet_50,True,True,True,True,True,88.97207975387573,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n01484850/n01484850_31115_compressed_7.npz
