n02917067_215,466,124055,333,500,blurred,0,True,True,True,True,True,99.99575614929199,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215.JPEG
n02917067_215,466,124055,333,500,blurred,1,True,True,True,True,True,96.52374982833862,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215.JPEG
n02917067_215,466,18557,333,500,blurred,0,True,True,True,True,True,99.99351501464844,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_blurred.jpg
n02917067_215,466,18557,333,500,blurred,1,True,True,True,True,True,68.48971247673035,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_blurred.jpg
n02917067_215,466,3143,333,500,code_1_0,0,True,True,True,True,True,93.30483675003052,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_0.npz
n02917067_215,466,3143,333,500,code_1_0,1,True,True,True,True,True,99.99587535858154,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_0.npz
n02917067_215,466,5967,333,500,code_1_1,0,True,True,True,True,True,99.98658895492554,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_1.npz
n02917067_215,466,5967,333,500,code_1_1,1,True,True,True,True,True,99.95884299278259,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_1.npz
n02917067_215,466,8798,333,500,code_1_2,0,True,True,True,True,True,99.99927282333374,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_2.npz
n02917067_215,466,8798,333,500,code_1_2,1,True,True,True,True,True,99.783855676651,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_2.npz
n02917067_215,466,11628,333,500,code_1_3,0,True,True,True,True,True,99.99668598175049,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_3.npz
n02917067_215,466,11628,333,500,code_1_3,1,True,True,True,True,True,99.9624252319336,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_3.npz
n02917067_215,466,14469,333,500,code_1_4,0,True,True,True,True,True,99.99411106109619,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_4.npz
n02917067_215,466,14469,333,500,code_1_4,1,True,True,True,True,True,99.9244213104248,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_4.npz
n02917067_215,466,17324,333,500,code_1_5,0,True,True,True,True,True,99.99316930770874,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_5.npz
n02917067_215,466,17324,333,500,code_1_5,1,True,True,True,True,True,99.46446418762207,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_5.npz
n02917067_215,466,20177,333,500,code_1_6,0,True,True,True,True,True,99.99383687973022,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_6.npz
n02917067_215,466,20177,333,500,code_1_6,1,True,True,True,True,True,99.87747073173523,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_6.npz
n02917067_215,466,22990,333,500,code_1_7,0,True,True,True,True,True,99.99444484710693,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_7.npz
n02917067_215,466,22990,333,500,code_1_7,1,True,True,True,True,True,99.8944342136383,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_7.npz
n02917067_215,466,25819,333,500,code_1_8,0,True,True,True,True,True,99.99604225158691,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_8.npz
n02917067_215,466,25819,333,500,code_1_8,1,True,True,True,True,True,99.9344527721405,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_8.npz
n02917067_215,466,28635,333,500,code_1_9,0,True,True,True,True,True,99.99630451202393,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_9.npz
n02917067_215,466,28635,333,500,code_1_9,1,True,True,True,True,True,99.73530769348145,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_9.npz
n02917067_215,466,31445,333,500,code_1_10,0,True,True,True,True,True,99.99362230300903,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_10.npz
n02917067_215,466,31445,333,500,code_1_10,1,True,True,True,True,True,97.44027853012085,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_10.npz
n02917067_215,466,34274,333,500,code_1_11,0,True,True,True,True,True,99.99241828918457,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_11.npz
n02917067_215,466,34274,333,500,code_1_11,1,True,True,True,True,True,97.64252305030823,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_11.npz
n02917067_215,466,37120,333,500,code_1_12,0,True,True,True,True,True,99.99457597732544,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_12.npz
n02917067_215,466,37120,333,500,code_1_12,1,True,True,True,True,True,97.88520336151123,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_12.npz
n02917067_215,466,39943,333,500,code_1_13,0,True,True,True,True,True,99.99059438705444,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_13.npz
n02917067_215,466,39943,333,500,code_1_13,1,True,True,True,True,True,99.49171543121338,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_13.npz
n02917067_215,466,42757,333,500,code_1_14,0,True,True,True,True,True,99.9924898147583,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_14.npz
n02917067_215,466,42757,333,500,code_1_14,1,True,True,True,True,True,99.675852060318,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_14.npz
n02917067_215,466,45564,333,500,code_1_15,0,True,True,True,True,True,99.99384880065918,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_15.npz
n02917067_215,466,45564,333,500,code_1_15,1,True,True,True,True,True,99.1337537765503,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_1_15.npz
n02917067_215,466,44847,333,500,code_2,0,True,True,True,True,True,99.98798370361328,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_2.npz
n02917067_215,466,44847,333,500,code_2,1,True,True,True,True,True,97.83801436424255,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_2.npz
n02917067_215,466,53685,333,500,code_3,0,True,True,True,True,True,99.99309778213501,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_3.npz
n02917067_215,466,53685,333,500,code_3,1,True,True,True,True,True,99.11288022994995,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_3.npz
n02917067_215,466,52541,333,500,code_4,0,True,True,True,True,True,99.99371767044067,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_4.npz
n02917067_215,466,52541,333,500,code_4,1,True,True,True,True,True,98.99367094039917,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02917067/n02917067_215_compressed_4.npz
n02916936_11169,465,9886,291,300,blurred,0,True,True,True,True,True,99.93857145309448,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169.JPEG
n02916936_11169,465,9886,291,300,blurred,1,True,True,True,True,True,99.89523887634277,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169.JPEG
n02916936_11169,465,8520,291,300,blurred,0,True,True,True,True,True,99.80308413505554,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_blurred.jpg
n02916936_11169,465,8520,291,300,blurred,1,True,True,True,True,True,99.97274279594421,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_blurred.jpg
n02916936_11169,465,1730,291,300,code_1_0,0,True,True,True,True,True,98.20719361305237,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_compressed_1_0.npz
n02916936_11169,465,1730,291,300,code_1_0,1,True,True,True,True,True,99.9895691871643,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_compressed_1_0.npz
n02916936_11169,465,3001,291,300,code_1_1,0,True,True,True,True,True,99.9419093132019,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_compressed_1_1.npz
n02916936_11169,465,3001,291,300,code_1_1,1,True,True,True,True,True,99.02279376983643,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_compressed_1_1.npz
n02916936_11169,465,4277,291,300,code_1_2,0,True,True,True,True,True,99.95788931846619,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_compressed_1_2.npz
n02916936_11169,465,4277,291,300,code_1_2,1,True,True,True,True,True,99.91403818130493,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_compressed_1_2.npz
n02916936_11169,465,5564,291,300,code_1_3,0,True,True,True,True,True,99.96013045310974,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_compressed_1_3.npz
n02916936_11169,465,5564,291,300,code_1_3,1,True,True,True,True,True,99.96287822723389,/u/faridzandi/csc2231/imagenet/temp/imagenet-mini/train/n02916936/n02916936_11169_compressed_1_3.npz
